business_id,brand_id,brand_name,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,source
c41e2e39ba86fff6,budget,Budget,Budget Car Rental,"305 E Lewis and Clark Pkwy, Clarksville, IN 47129, USA",Clarksville,IN,47129,38.3109341,-85.76952810000002,2.1,208,1,google
c2d19cf02af24bae,budget,Budget,Budget Car Rental,"5660 Grape Rd, Mishawaka, IN 46545, USA",Mishawaka,IN,46545,41.7123406,-86.1840165,2.7,133,1,google
e195d9a141ff5279,budget,Budget,Budget Car Rental,"7801 Bussing Dr, Evansville, IN 47725, USA",Evansville,IN,47725,38.0459225,-87.52760760000001,2.3,69,1,google
fb9512b2c433f111,budget,Budget,Budget Car Rental,"3155 E Center St, Warsaw, IN 46582, USA",Warsaw,IN,46582,41.239724,-85.8138026,4.1,53,1,google
3cafb7370a1f8ff2,budget,Budget,Budget Car Rental,"4643 Progress Dr, South Bend, IN 46628, USA",South Bend,IN,46628,41.7007083,-86.313569,2.8,257,1,google
03b01029bac1744b,budget,Budget,Budget Car Rental,"4100 W Ferguson Rd, Fort Wayne, IN 46809, USA",Fort Wayne,IN,46809,40.986874,-85.18692999999999,3.5,241,1,google
c3c8a5293946ec84,budget,Budget,Budget Car Rental,"5500 NW Johnston Dr, Johnston, IA 50131, USA",Johnston,IA,50131,41.6570756,-93.69347909999999,3.7,102,1,google
1a2755e695c6aadf,budget,Budget,Budget Car Rental,"2540 Leland Ave, Des Moines, IA 50321, USA",Des Moines,IA,50321,41.5227994,-93.6532663,3,408,1,google
3e10e36bed0d611d,budget,Budget,Budget Car Rental,"2121 Arthur Collins Pkwy SW, Cedar Rapids, IA 52404, USA",Cedar Rapids,IA,52404,41.8881442,-91.7011275,4,56,1,google
3629513cdbf966b6,budget,Budget,Budget Car Rental,"2790 Livingston Ln, Waterloo, IA 50703, USA",Waterloo,IA,50703,42.5504109,-92.3967141,2.3,78,1,google
6244592e4ed557b6,budget,Budget,Budget Car Rental,"2501 Summer St, Burlington, IA 52601, USA",Burlington,IA,52601,40.7816102,-91.119922,1.7,6,1,google
0d7cacc8e4a9d28a,budget,Budget,Budget Car Rental,"637 S Ankeny Blvd, Ankeny, IA 50023, USA",Ankeny,IA,50023,41.7243769,-93.5995822,4,155,1,google
a9841d0837078f5f,budget,Budget,Budget Car Rental,"2000 James St, Coralville, IA 52241, USA",Coralville,IA,52241,41.6787556,-91.59407639999999,2.2,5,1,google
